st_id,st_tui_math1,st_tui_hindi1,st_tui_other1,st_tui_math_hrs1,ts_grade1,tot_hindi1,tot_math1,per_math1,per_hindi1,m_theta_eap1,m_theta_mle1,h_theta_eap1,h_theta_mle1,any_tuition1,quint_math1,quint_hindi1,terc_math1,terc_hindi1,st_tui_math2,st_tui_hindi2,st_tui_other2,st_tui_math_hrs2,ts_grade2,tot_hindi2,tot_math2,per_math2,per_hindi2,m_theta_eap2,m_theta_mle2,h_theta_eap2,h_theta_mle2,any_tuition2,ms_center1,st_age1,st_female1,st_grade1,treat,strata,ses_index,d_sch_grade4,d_sch_grade5,d_sch_grade6,d_sch_grade7,d_sch_grade8,d_sch_grade9
GP032,1,0,0,Less than 1 hour,6-7,11,13,.37142858,.36666667,.46789539,.4507857,-.52235264,-.32915738,1,4,2,3,1,0,0,1,,4-7,19,18,.52941179,.63333333,.73686206,.62148827,.44288063,.45566061,1,Govindpuri,,0,7,1,7,2.8614082,0,0,0,1,0,0
GP033,0,0,1,,8-9,7,9,.25714287,.23333333,-.36843497,-.23482743,-.6866219,-.48160139,1,2,1,1,1,,,,,,,,,,,,,,,Govindpuri,13,0,8,0,6,.12410065,0,0,0,0,1,0
GP034,0,1,0,,6-7,15,7,.2,.5,-1.6982901,-1.2635242,.086113989,.18308498,1,1,4,1,3,0,0,1,,4-7,19,16,.47058824,.63333333,-.087371342,.067724884,.69910651,.63550091,1,Govindpuri,13,0,6,0,6,-3.4348102,0,0,1,0,0,0
GP035,0,1,0,,6-7,14,14,.40000001,.46666667,.56310159,.58210641,.072654702,.11545741,1,5,4,3,2,0,0,1,,4-7,15,17,.5,.5,.81130445,.70782763,.099252924,.17585179,1,Govindpuri,9,0,6,0,6,-1.8573129,0,0,1,0,0,0
GP036,0,1,0,,6-7,2,1,.028571429,.06666667,-2.4131057,-3.7129011,-2.1851096,-2.9794645,1,1,1,1,1,0,0,1,,4-7,10,10,.29411766,.33333334,-.73828363,-.46267781,-1.2931137,-.93393952,1,Govindpuri,11,0,6,1,6,-1.3516877,0,0,1,0,0,0
GP037,0,0,1,,6-7,6,3,.085714288,.2,-2.3335516,-3.1935589,-1.1169978,-.88420093,1,1,2,1,1,1,1,1,Less than 1 hour,4-7,11,5,.14705883,.36666667,-1.5329344,-1.6514937,-.74682456,-.50663817,1,Govindpuri,12,0,6,0,6,1.9789478,0,0,1,0,0,0
GP038,0,0,0,,8-9,14,12,.34285715,.46666667,.52369058,.54659861,.72220278,.70450741,0,4,4,2,3,1,0,0,1-2 hours,8-9,27,24,.6857143,.89999998,2.144469,1.6472906,2.5293455,2.2892821,1,Govindpuri,14,1,8,1,9,1.4008003,0,0,0,0,1,0
GP039,0,0,1,,8-9,22,15,.42857143,.73333335,1.6861377,1.368205,1.733614,1.4575435,1,5,5,3,3,,,,,,,,,,,,,,,Govindpuri,15,1,8,1,11,1.9357154,0,0,0,0,1,0
GP040,0,1,0,,6-7,9,7,.2,.30000001,-1.7067159,-1.5126224,-1.6482052,-1.6248457,1,1,1,1,1,0,0,1,,4-7,9,10,.29411766,.30000001,-.81409883,-.5134148,-1.5585195,-1.3590417,1,Govindpuri,11,1,6,1,7,.18029445,0,0,1,0,0,0
GP041,1,0,0,More than 4 hours,6-7,25,14,.40000001,.83333331,1.0313261,.89917195,2.3237376,1.9763924,1,5,5,3,3,0,0,0,,4-7,25,28,.82352942,.83333331,2.2012098,1.8156884,1.8459754,1.7760997,0,Govindpuri,16,0,7,1,7,.18029445,0,0,0,1,0,0
GP042,0,1,0,,6-7,4,4,.11428571,.13333334,-2.0768683,-3.31973,-2.1614504,-2.9760022,1,1,1,1,1,1,1,0,1-2 hours,4-7,6,0,0,.2,,,-1.4135461,-1.1226592,1,Govindpuri,12,0,7,0,6,-1.8185799,0,0,0,1,0,0
GP043,0,0,0,,6-7,8,17,.48571429,.26666668,1.0647557,.98664063,-2.1950233,-3.3458917,0,5,1,3,1,0,1,0,,4-7,11,19,.55882353,.36666667,1.0506794,.87620771,-1.0215924,-.71982163,1,Govindpuri,11,0,7,1,6,-4.2518663,0,0,0,1,0,0
GP044,0,1,0,,6-7,17,14,.40000001,.56666666,.26859635,.32413772,.48712665,.45489365,1,4,4,2,3,0,0,1,,4-7,25,28,.82352942,.83333331,2.6094961,2.0598278,1.9325298,1.7022612,1,Govindpuri,12,0,7,1,6,-1.3373805,0,0,0,1,0,0
GP047,0,0,0,,6-7,0,2,.057142857,0,-1.6570696,-1.6109493,,,0,1,,1,,,,,,,,,,,,,,,,Govindpuri,,0,7,1,6,.6448682,0,0,0,1,0,0
GP048,0,0,0,,6-7,11,5,.14285715,.36666667,-1.2671531,-.85916549,-.35589385,-.24121723,0,1,2,1,2,,,,,,,,,,,,,,,Govindpuri,13,0,7,1,6,.6448682,0,0,0,1,0,0
GP049,0,0,0,,4-5,11,5,.14285715,.36666667,-1.3163639,-.83480012,-1.0767106,-.90362835,0,3,3,2,2,0,0,1,,4-7,14,18,.52941179,.46666667,.28853136,.30415094,-.083885349,-.0057804878,1,Govindpuri,,1,5,1,11,1.2895874,0,1,0,0,0,0
GP052,0,1,0,,8-9,12,8,.22857143,.40000001,.21469718,.24476467,-.29909706,-.1921479,1,3,2,2,1,0,0,1,,8-9,16,19,.54285717,.53333336,.98474497,.79011422,.31620499,.28540337,1,Govindpuri,14,1,8,1,9,.95251191,0,0,0,0,1,0
GP053,0,1,0,,6-7,13,5,.14285715,.43333334,-2.4275677,-3.4610448,.026937606,.075588487,1,1,4,1,2,0,0,1,,4-7,12,10,.29411766,.40000001,-.52474755,-.27034488,-.37374619,-.25237355,1,Govindpuri,10,1,6,0,7,.22369985,0,0,1,0,0,0
GP054,0,1,0,,6-7,16,9,.25714287,.53333336,-.29654893,-.09633866,.51793671,.49047604,1,3,5,2,3,1,1,0,1-2 hours,4-7,19,17,.5,.63333333,.60210198,.57409948,.66785783,.57888103,1,Govindpuri,,1,6,1,9,-.63183159,0,0,1,0,0,0
GP055,0,0,1,,6-7,14,12,.34285715,.46666667,-.91398931,-.56142563,.085638091,.16315691,1,2,3,1,2,0,0,1,,4-7,21,22,.64705884,.69999999,.98874754,.76476192,.59481275,.53183454,1,Govindpuri,14,1,7,1,9,-2.106704,0,0,0,1,0,0
GP056,0,0,1,,6-7,15,14,.40000001,.5,.13733369,.1713053,.23134363,.26594707,1,4,4,2,3,0,0,1,,4-7,21,19,.55882353,.69999999,.82824701,.72090018,.97821504,.87196594,1,Govindpuri,,1,6,1,11,2.3849266,0,0,1,0,0,0
GP057,0,0,1,,6-7,12,12,.34285715,.40000001,.31855041,.32756305,-.53960365,-.39876977,1,4,3,3,2,1,1,1,1-2 hours,4-7,17,16,.47058824,.56666666,.81049049,.72271222,.64393187,.59481883,1,Govindpuri,,1,6,0,11,.062103506,0,0,1,0,0,0
GP058,1,0,1,1-2 hours,6-7,22,23,.65714288,.73333335,2.4424851,1.7993236,1.5509531,1.307879,1,5,5,3,3,1,0,1,1-2 hours,4-7,29,32,.94117647,.96666664,3.6446931,3.1490951,2.9203045,3.2096944,1,Govindpuri,13,1,7,1,8,3.6584439,0,0,0,1,0,0
GP059,0,0,1,,6-7,24,20,.5714286,.80000001,1.7971548,1.406743,1.8975214,1.6609781,1,5,5,3,3,1,0,1,1-2 hours,4-7,28,30,.88235295,.93333334,2.942199,2.4226067,2.8117864,2.896524,1,Govindpuri,12,1,7,1,8,-1.4454192,0,0,0,1,0,0
GP060,0,0,0,,8-9,27,16,.45714286,.89999998,1.4506856,1.2549043,3.1050904,2.8078585,0,5,5,3,3,,,,,,,,,,,,,,,Govindpuri,13,1,8,0,8,-.63183159,0,0,0,0,1,0
GP061,1,0,0,More than 4 hours,8-9,25,12,.34285715,.83333331,.62990105,.57857943,2.8236895,2.6523674,1,4,5,2,3,1,0,0,1-2 hours,8-9,25,26,.74285716,.83333331,2.2598295,1.7744808,2.1199043,1.9628078,1,Govindpuri,14,1,8,1,8,.12410065,0,0,0,0,1,0
GP062,0,0,0,,6-7,21,10,.2857143,.69999999,-.013608441,.068788648,1.1426618,1.0332348,0,3,5,2,3,0,0,0,,4-7,21,24,.70588237,.69999999,1.7489394,1.3870291,1.0602299,.93875396,0,Govindpuri,13,1,6,1,7,-2.106704,0,0,1,0,0,0
GP063,0,1,0,,8-9,5,5,.14285715,.16666667,-2.231894,-3.7129011,-.76358724,-.55101657,1,1,1,1,1,1,1,0,3-4 hours,8-9,21,14,.40000001,.69999999,-.63955683,-.41814867,.91434079,.77087146,1,Govindpuri,14,1,8,0,7,-3.4584291,0,0,0,0,1,0
GP064,1,0,0,More than 4 hours,6-7,17,19,.54285717,.56666666,1.5502526,1.2441211,.63205707,.59622139,1,5,4,3,3,0,0,1,,4-7,22,27,.79411763,.73333335,2.3394334,1.8281138,1.3337814,1.1603062,1,Govindpuri,,0,7,0,8,-.54562366,0,0,0,1,0,0
GP065,0,0,1,,4-5,16,9,.25714287,.53333336,-1.2246753,-.88073194,-.20548324,-.11652858,1,1,5,1,3,0,0,1,,4-7,15,9,.2647059,.5,-1.4607983,-1.1880902,-.19145504,-.089010455,1,Govindpuri,8,0,4,1,8,2.0786529,1,0,0,0,0,0
GP066,1,0,1,More than 4 hours,6-7,22,19,.54285717,.73333335,1.7067605,1.3272319,1.5729054,1.4110109,1,5,5,3,3,,,,,4-7,28,29,.85294116,.93333334,2.8041744,2.2127585,2.7511177,2.8608911,,Govindpuri,12,1,7,0,9,.6448682,0,0,0,1,0,0
GP067,0,1,0,,4-5,14,12,.34285715,.46666667,-.41250947,-.18814005,-.45514718,-.38438997,1,4,4,2,2,1,1,1,1-2 hours,4-7,12,13,.38235295,.40000001,.21564928,.26655415,-.19763151,-.072714381,1,Govindpuri,6,0,4,0,11,1.4008003,1,0,0,0,0,0
GP070,1,0,0,1-2 hours,8-9,17,14,.40000001,.56666666,.67081183,.6108951,1.2944322,1.1197604,1,4,5,3,3,0,0,1,,8-9,23,29,.82857144,.76666665,2.7818463,2.2903929,1.3101898,1.1210027,1,Govindpuri,,1,8,1,9,.17331654,0,0,0,0,1,0
GP071,1,1,1,3-4 hours,8-9,8,16,.45714286,.26666668,-.15999916,-.20538755,-.88257617,-.96627045,1,2,1,1,1,0,1,1,,8-9,9,11,.31428573,.30000001,-.55037975,-.30575562,-1.2907172,-1.5279572,1,Govindpuri,13,0,8,0,10,-2.3662722,0,0,0,0,1,0
GP072,1,1,1,More than 4 hours,6-7,21,15,.42857143,.69999999,.7270447,.64484,1.2613624,1.1686013,1,5,5,3,3,0,0,1,,4-7,19,22,.64705884,.63333333,1.470248,1.1734921,.61197668,.5808478,1,Govindpuri,,0,7,0,9,-.29125717,0,0,0,1,0,0
GP073,1,0,1,More than 4 hours,6-7,18,10,.2857143,.60000002,.1544144,.24736059,.8400082,.71097916,1,3,4,2,3,0,0,1,,4-7,19,18,.52941179,.63333333,.74040288,.64878523,.87502337,.76231825,1,Govindpuri,,0,7,0,9,1.6231838,0,0,0,1,0,0
GP074,1,1,1,More than 4 hours,6-7,25,21,.60000002,.83333331,1.9908,1.5737414,2.2181473,1.8303022,1,5,5,3,3,0,0,1,,4-7,24,28,.82352942,.80000001,2.6513143,2.0902925,1.6441882,1.4005998,1,Govindpuri,,0,7,0,9,2.4210098,0,0,0,1,0,0
GP075,0,0,1,,8-9,19,16,.45714286,.63333333,1.5603013,1.3681564,1.4541799,1.2537804,1,5,5,3,3,0,0,1,,8-9,22,21,.60000002,.73333335,1.5372665,1.1726993,1.2744378,1.1057509,1,Govindpuri,,1,8,0,9,.13929015,0,0,0,0,1,0
GP076,0,0,1,,6-7,15,14,.40000001,.5,.39195001,.33325261,.22219138,.31898052,1,4,4,3,3,1,1,0,1-2 hours,4-7,15,27,.79411763,.5,2.3700378,1.8446082,-.078877695,-.0060016899,1,Govindpuri,11,0,6,1,11,-1.254632,0,0,1,0,0,0
GP077,0,0,0,,6-7,12,17,.48571429,.40000001,1.1718835,1.0412848,-.56003785,-.41210443,0,5,2,3,1,0,1,0,,4-7,16,21,.61764705,.53333336,1.2838725,1.0393652,.11870886,.14877705,1,Govindpuri,13,0,7,0,6,-1.3373805,0,0,0,1,0,0
GP078,1,1,0,More than 4 hours,8-9,10,8,.22857143,.33333334,.022245593,.041868594,-.31364074,-.15864767,1,2,2,2,1,1,0,0,1-2 hours,8-9,17,21,.60000002,.56666666,1.3294655,1.096382,.53040612,.50798792,1,Govindpuri,14,1,8,0,7,-1.4256765,0,0,0,0,1,0
GP079,0,1,0,,8-9,12,12,.34285715,.40000001,.2309801,.25516519,.11125356,.22868745,1,3,3,2,2,0,0,1,,8-9,8,13,.37142858,.26666668,-.2853775,-.10015203,-1.3787186,-1.0150874,1,Govindpuri,12,1,8,0,8,-2.4625919,0,0,0,0,1,0
GP080,0,0,1,,4-5,10,7,.2,.33333334,-1.2089312,-.72615081,-1.1183317,-.83604932,1,2,2,1,1,1,1,0,More than 4 hours,4-7,10,12,.35294119,.33333334,-.35926113,-.14106597,-.71406001,-.45587853,1,Govindpuri,13,0,4,0,10,.21611908,1,0,0,0,0,0
GP081,1,0,0,More than 4 hours,8-9,9,9,.25714287,.30000001,-.21124749,-.11229346,-.65527719,-.47006118,1,2,1,1,1,1,0,0,More than 4 hours,8-9,5,15,.42857143,.16666667,.028253201,.1473185,-1.6356804,-1.9714129,1,Govindpuri,,1,8,0,8,-1.3373805,0,0,0,0,1,0
GP082,1,0,0,More than 4 hours,6-7,18,12,.34285715,.60000002,.5198983,.54133242,.72043371,.6656214,1,4,4,3,3,1,1,0,1-2 hours,4-7,25,22,.64705884,.83333331,1.2825831,1.0079248,1.8184615,1.6023512,1,Govindpuri,15,1,7,0,8,-.089145295,0,0,0,1,0,0
GP083,1,0,0,More than 4 hours,6-7,16,9,.25714287,.53333336,-.32684836,-.20437475,.35947543,.35769263,1,2,4,2,2,1,0,0,Less than 1 hour,4-7,16,18,.52941179,.53333336,1.0689287,.83793086,.07660532,.10931375,1,Govindpuri,,1,7,0,8,-.63183159,0,0,0,1,0,0
GP085,0,0,1,,6-7,13,9,.25714287,.43333334,-.51284552,-.310022,-.079726629,.014222339,1,2,3,1,2,1,1,0,1-2 hours,4-7,12,15,.44117647,.40000001,-.016393831,.094792143,-.32366285,-.19366585,1,Govindpuri,11,1,7,1,8,.12410065,0,0,0,1,0,0
GP086,0,0,1,,6-7,17,8,.22857143,.56666666,-.77681351,-.46308953,.62850535,.58514041,1,2,4,1,3,1,1,0,2-3 hours,4-7,19,16,.47058824,.63333333,.22849715,.32886136,.50062692,.4496136,1,Govindpuri,13,1,7,1,8,-1.8838367,0,0,0,1,0,0
GP087,1,1,0,More than 4 hours,8-9,10,8,.22857143,.33333334,-.16354001,-.09847182,-.078331709,.04886622,1,2,2,1,2,1,1,0,1-2 hours,8-9,14,20,.5714286,.46666667,1.2872155,1.0316228,-.21489832,-.12443738,1,Govindpuri,,1,8,1,9,-2.7798877,0,0,0,0,1,0
GP088,0,0,1,,6-7,20,13,.37142858,.66666669,.38003507,.34019548,.93121654,.86923218,1,4,5,3,3,0,0,1,,4-7,18,22,.64705884,.60000002,1.2906269,1.0434843,.67947155,.63367999,1,Govindpuri,,1,6,0,9,-.64522284,0,0,1,0,0,0
GP089,1,1,1,1-2 hours,6-7,14,13,.37142858,.46666667,.39583287,.40752882,-.075654939,-.046770349,1,4,4,3,2,0,1,0,,4-7,13,17,.5,.43333334,.43210283,.40669703,-.34456727,-.21421365,1,Govindpuri,,1,6,1,10,1.4008003,0,0,1,0,0,0
GP091,1,1,1,1-2 hours,8-9,13,14,.40000001,.43333334,1.4298575,1.2417508,.31412393,.40965846,1,5,3,3,2,,,,,,,,,,,,,,,Govindpuri,,1,8,1,9,.32163784,0,0,0,0,1,0
GP092,1,1,1,1-2 hours,8-9,23,21,.60000002,.76666665,2.4314332,1.8887522,2.1960819,1.8627294,1,5,5,3,3,0,0,1,,8-9,18,18,.51428574,.60000002,1.1439574,.90898204,.59964859,.60533959,1,Govindpuri,,1,8,0,9,-.94971913,0,0,0,0,1,0
GP093,0,1,0,,4-5,13,24,.6857143,.43333334,1.5535258,1.2492336,-.92694199,-.66333479,1,5,3,3,2,0,0,1,,4-7,24,23,.67647058,.80000001,1.4339883,1.1548622,1.7568322,1.5101833,1,Govindpuri,,0,4,0,7,1.6909915,1,0,0,0,0,0
GP094,0,0,0,,6-7,16,10,.2857143,.53333336,-.12713586,.00074107479,.52638531,.53096175,0,3,5,2,3,0,0,1,,4-7,21,8,.23529412,.69999999,-.69797021,-.38972241,1.2384877,1.0515161,1,Govindpuri,,1,6,0,8,1.4008003,0,0,1,0,0,0
GP095,0,0,1,,6-7,12,15,.42857143,.40000001,.26168951,.22822987,-.29559508,-.16131574,1,4,3,2,2,0,0,0,,4-7,19,25,.7352941,.63333333,1.8260914,1.4309305,.74555457,.65098989,0,Govindpuri,11,0,6,1,6,1.3891865,0,0,1,0,0,0
TK001,0,0,1,,6-7,14,12,.34285715,.46666667,.1753782,.21136582,-.24015594,-.12764482,1,3,3,2,2,0,0,1,,4-7,19,11,.32352942,.63333333,-.22149663,-.079427674,.55930358,.50278246,1,Tekhand,11,1,7,1,19,-.63183159,0,0,0,1,0,0
TK002,0,1,0,,6-7,5,3,.085714288,.16666667,-1.6113309,-2.1514695,-1.3030046,-1.0930693,1,1,1,1,1,0,1,0,,4-7,3,12,.35294119,.1,-.88387036,-.55378914,-2.193712,-3.4078126,1,Tekhand,11,1,6,0,15,-.63183159,0,0,1,0,0,0
TK006,0,0,1,,8-9,11,10,.2857143,.36666667,.13072743,.17561211,.026142938,.18064018,1,3,3,2,2,1,1,0,2-3 hours,8-9,15,18,.51428574,.5,.86679679,.73543853,.024105966,.078472942,1,Tekhand,14,1,8,1,15,2.3849266,0,0,0,0,1,0
TK007,0,0,1,,8-9,13,5,.14285715,.43333334,-.14675425,-.030022241,.61296803,.58891845,1,2,4,1,2,1,0,0,1-2 hours,8-9,17,16,.45714286,.56666666,.35157871,.30507663,.22590822,.24359259,1,Tekhand,,1,8,1,19,-.060680747,0,0,0,0,1,0
TK009,1,1,0,1-2 hours,8-9,18,7,.2,.60000002,.15701932,.22828083,.92718101,.81122571,1,3,4,2,3,0,0,1,,8-9,22,20,.5714286,.73333335,1.1551201,.94182271,1.2852308,1.131061,1,Tekhand,,1,8,1,19,-3.0513902,0,0,0,0,1,0
TK010,0,1,0,,8-9,12,11,.31428573,.40000001,.2971215,.34090385,.26063186,.32716984,1,3,3,2,2,0,1,0,,8-9,19,10,.2857143,.63333333,-.35380986,-.12935247,.84575176,.78475189,1,Tekhand,13,1,8,0,18,-.54908311,0,0,0,0,1,0
TK011,0,0,0,,6-7,14,14,.40000001,.46666667,.58393973,.5225358,.21042439,.25327945,0,5,4,3,3,0,0,0,,4-7,24,25,.7352941,.80000001,1.9296907,1.5002246,1.7725786,1.5128123,0,Tekhand,12,1,6,1,14,-1.6351523,0,0,1,0,0,0
TK012,0,0,1,,8-9,14,12,.34285715,.46666667,.59499168,.51922965,.61153358,.57766521,1,3,4,2,2,0,0,1,,8-9,22,23,.65714288,.73333335,1.6570766,1.3113199,1.3809077,1.1609074,1,Tekhand,13,1,8,1,17,.22369985,0,0,0,0,1,0
TK013,0,1,0,,8-9,11,11,.31428573,.36666667,-.7290675,-.53526431,.012831386,.11282382,1,1,3,1,2,0,0,1,,8-9,18,13,.37142858,.60000002,-.18359526,-.011359104,.38965592,.38280076,1,Tekhand,12,1,8,0,18,2.0947354,0,0,0,0,1,0
TK014,0,0,1,,8-9,10,10,.2857143,.33333334,.14835949,.18698019,.28379312,.41481745,1,3,3,2,2,0,0,1,,8-9,20,16,.45714286,.66666669,.29847512,.3291668,.83505934,.77575874,1,Tekhand,15,1,8,0,19,2.3943055,0,0,0,0,1,0
TK015,0,0,1,,6-7,2,11,.31428573,.06666667,.35210341,.37234962,-2.5760348,-3.8187048,1,4,1,3,1,1,0,0,1-2 hours,4-7,8,10,.29411766,.26666668,-.63819528,-.32714733,-1.7077658,-1.5610735,1,Tekhand,,1,6,0,18,1.6231838,0,0,1,0,0,0
TK016,1,0,0,3-4 hours,6-7,20,12,.34285715,.66666669,.35873017,.39448732,1.2464503,1.0845684,1,4,5,3,3,1,0,0,3-4 hours,4-7,21,27,.79411763,.69999999,2.1441703,1.6357147,1.1076726,.93913704,1,Tekhand,12,1,6,0,14,.12410065,0,0,1,0,0,0
TK017,0,0,0,,6-7,10,3,.085714288,.33333334,-2.0977275,-2.7366514,-1.6199905,-1.4131161,0,1,1,1,1,1,0,0,1-2 hours,4-7,9,6,.17647059,.30000001,-1.37186,-.94324714,-1.3047568,-1.0431864,1,Tekhand,14,1,7,0,16,-2.5556901,0,0,0,1,0,0
TK018,1,1,0,Less than 1 hour,6-7,9,8,.22857143,.30000001,-.3674804,-.22115386,-.89719105,-.62972951,1,2,2,2,1,0,0,1,,4-7,6,15,.44117647,.2,.28439149,.30896312,-1.9881042,-2.8855014,1,Tekhand,12,1,7,1,15,-2.4717996,0,0,0,1,0,0
TK019,0,0,1,,6-7,9,4,.11428571,.30000001,-1.6529747,-1.2610488,-1.2188352,-.98282856,1,1,1,1,1,1,0,0,3-4 hours,4-7,14,5,.14705883,.46666667,-1.3952832,-.97936642,-.4618606,-.31290218,1,Tekhand,11,1,7,0,17,-.35503173,0,0,0,1,0,0
TK021,1,0,0,Less than 1 hour,6-7,16,13,.37142858,.53333336,.17822209,.19441763,.29173869,.33081406,1,3,4,2,2,,,,,,,,,,,,,,,Tekhand,14,1,7,0,16,-.92960346,0,0,0,1,0,0
TK022,1,1,1,Less than 1 hour,6-7,20,16,.45714286,.66666669,1.2314755,1.0246384,1.1363778,.98597193,1,5,5,3,3,0,0,1,,4-7,24,24,.70588237,.80000001,1.6646686,1.2921642,1.5448716,1.3127919,1,Tekhand,13,1,7,1,17,.21265964,0,0,0,1,0,0
TK023,1,1,0,1-2 hours,8-9,10,10,.2857143,.33333334,-.81477964,-.51438546,-.45990613,-.47525144,1,1,1,1,1,1,0,0,2-3 hours,8-9,12,10,.2857143,.40000001,-1.9679421,-1.9438864,-1.0478402,-.76178604,1,Tekhand,13,1,8,1,17,-1.4011551,0,0,0,0,1,0
TK024,1,1,1,Less than 1 hour,6-7,13,8,.22857143,.43333334,-1.5093868,-1.1849837,-.41529959,-.26745382,1,1,3,1,2,0,0,1,,4-7,24,23,.67647058,.80000001,1.690083,1.2962655,1.5485002,1.3309129,1,Tekhand,11,1,6,1,14,.59565228,0,0,1,0,0,0
TK025,0,1,0,,6-7,14,10,.2857143,.46666667,-.54036582,-.32104388,-.05089134,.026553595,1,2,3,1,2,0,0,1,,4-7,13,8,.23529412,.43333334,-.74978864,-.39651832,-.12030786,-.029380258,1,Tekhand,12,1,7,0,17,.06527783,0,0,0,1,0,0
TK027,1,1,0,Less than 1 hour,6-7,19,13,.37142858,.63333333,.41042027,.40027976,.99262756,.91894746,1,4,5,3,3,0,0,1,,4-7,16,21,.61764705,.53333336,1.2198809,1.000091,-.021412853,.016088931,1,Tekhand,12,1,6,1,17,-.92960346,0,0,1,0,0,0
TK028,1,0,0,1-2 hours,8-9,15,10,.2857143,.5,.17556365,.15830232,.15749714,.32419482,1,2,3,2,2,0,0,0,,8-9,18,13,.37142858,.60000002,-.30486026,-.1342296,.56607354,.50208116,0,Tekhand,16,1,9,0,17,.092601396,0,0,0,0,0,1
TK030,1,1,1,2-3 hours,8-9,12,16,.45714286,.40000001,1.2633642,1.161358,.42488134,.4660908,1,5,3,3,2,0,0,1,,8-9,18,23,.65714288,.60000002,1.5377196,1.2597822,.53225321,.47801414,1,Tekhand,15,1,8,1,14,2.9234054,0,0,0,0,1,0
TK031,1,1,1,2-3 hours,8-9,7,6,.17142858,.23333333,-2.0836139,-3.2715819,-.82028455,-.59235907,1,1,1,1,1,1,1,0,1-2 hours,8-9,14,13,.37142858,.46666667,-.41815123,-.20914426,-.18291262,-.106875,1,Tekhand,14,1,,1,14,2.1308188,,,,,,
TK032,1,0,0,Less than 1 hour,6-7,9,7,.2,.30000001,-1.852121,-1.5284289,-.79023296,-.59011501,1,1,2,1,1,1,0,0,1-2 hours,4-7,19,18,.52941179,.63333333,.75138259,.66188282,.24801245,.25499904,1,Tekhand,13,1,6,1,17,-2.106704,0,0,1,0,0,0
TK034,1,0,0,Less than 1 hour,6-7,7,3,.085714288,.23333333,-1.406248,-.98344356,-1.0157821,-.76209861,1,1,1,1,1,0,0,1,,4-7,12,12,.35294119,.40000001,-.61898637,-.37764728,-.21863993,-.12138543,1,Tekhand,12,1,7,0,15,-.83346367,0,0,0,1,0,0
TK035,0,0,0,,6-7,6,7,.2,.2,-1.3142481,-.90953839,-1.6713217,-1.5054203,0,1,1,1,1,0,0,0,,4-7,9,13,.38235295,.30000001,-.81748539,-.51114976,-1.7402421,-1.9708599,0,Tekhand,11,1,7,1,17,-2.2494164,0,0,0,1,0,0
TK037,1,1,0,1-2 hours,8-9,6,13,.37142858,.2,-1.0873851,-.85351092,-1.0906031,-.99731088,1,2,1,1,1,1,0,0,More than 4 hours,8-9,17,17,.48571429,.56666666,.20976488,.30038613,-.027882112,.050627034,1,Tekhand,15,0,,1,19,.12410065,,,,,,
TK038,1,0,0,1-2 hours,8-9,12,9,.25714287,.40000001,.28972358,.28590822,.3730436,.40355453,1,3,3,2,2,1,0,0,1-2 hours,8-9,22,24,.6857143,.73333335,1.8078208,1.4231484,1.4956428,1.3452911,1,Tekhand,,1,9,1,19,1.7003706,0,0,0,0,0,1
TK039,0,0,1,,8-9,6,12,.34285715,.2,.24839459,.26954886,-.84184343,-.78401852,1,3,1,2,1,0,0,1,,8-9,10,16,.45714286,.33333334,.16846828,.23296057,-1.269443,-.9278965,1,Tekhand,15,1,9,0,15,.85386038,0,0,0,0,0,1
TK040,0,0,1,,8-9,5,7,.2,.16666667,-.8405388,-.53343612,-1.3423425,-1.7388934,1,1,1,1,1,1,1,0,2-3 hours,4-7,9,7,.20588236,.30000001,-.6830402,-.36727741,-1.1387467,-.77267784,1,Tekhand,16,1,9,1,15,-.04593521,0,0,0,0,0,1
TK042,0,0,0,,6-7,13,12,.34285715,.43333334,.16670592,.20248118,-.3831138,-.29123473,0,3,2,2,2,0,0,1,,4-7,9,12,.35294119,.30000001,-.89939034,-.63939971,-1.4786797,-1.2396803,1,Tekhand,14,1,7,0,15,-.92861629,0,0,0,1,0,0
TK044,0,0,1,,6-7,9,9,.25714287,.30000001,-.5141362,-.32652119,-.85554504,-.60729349,1,2,2,1,1,0,1,0,,4-7,17,10,.29411766,.56666666,-.64679414,-.38735056,.0087020416,.057011459,1,Tekhand,10,0,6,0,12,-.58144826,0,0,1,0,0,0
TK045,1,1,0,Less than 1 hour,8-9,6,10,.2857143,.2,.21898726,.21899578,-.8062281,-.68328309,1,3,1,2,1,0,0,1,,8-9,10,19,.54285717,.33333334,1.1384863,.91972321,-.44273999,-.27121666,1,Tekhand,13,1,8,0,17,-2.0743389,0,0,0,0,1,0
TK046,1,1,0,1-2 hours,8-9,23,19,.54285717,.76666665,2.2744908,1.8521152,2.1825736,1.9188396,1,5,5,3,3,,,,,,,,,,,,,,,Tekhand,15,0,9,1,16,.12410065,0,0,0,0,0,1
TK047,1,1,0,1-2 hours,8-9,12,12,.34285715,.40000001,.51463121,.5495618,.31682673,.37059453,1,4,3,2,2,,,,,,,,,,,,,,,Tekhand,,0,8,1,13,1.4008003,0,0,0,0,1,0
TK048,1,1,0,1-2 hours,8-9,8,12,.34285715,.26666668,1.0501144,.96345305,-.50564659,-.27546838,1,4,1,3,1,,,,,,,,,,,,,,,Tekhand,,0,9,1,12,.12410065,0,0,0,0,0,1
